Date,Temperature,Time start,Time end,Box,Channel,Genet,Tank,Run,Polyps,Comments
12/9/23,15,17:45,2:00,1,2,,,Empty,,
12/9/23,15,17:45,2:00,1,3,,,Empty,,
12/9/23,15,17:45,2:00,1,4,,,Empty,,
12/10/23,15,11:00,14:15,2,1,E,1,Corynactis,3,
12/10/23,15,11:00,14:15,2,2,E,2,Corynactis,6,
12/10/23,15,11:00,14:15,2,3,E,4,Corynactis,7,
12/10/23,15,11:00,14:15,1,2,E,3,Corynactis,5,actually 7 polyps but removed 2 tiny maybe
12/10/23,15,11:00,14:15,1,3,E,4,Corynactis,7,labeled tube (2)
12/10/23,15,11:00,14:15,1,4,E,5,Corynactis,6,
12/10/23,15,14:30,16:00,2,1,E,1,Tile,,
12/10/23,15,14:30,16:00,2,2,E,2,Tile,,
12/10/23,15,14:30,16:00,2,3,E,4,Tile,,
12/10/23,15,14:30,16:00,1,2,E,3,Tile,,
12/10/23,15,14:30,16:00,1,3,E,4,Tile,,
12/10/23,15,14:30,16:00,1,4,E,5,Tile,,
12/10/23,15,16:00,19:20,1,2,B,1,Corynactis,3,
12/10/23,15,16:00,19:20,1,3,A,2,Corynactis,3,
12/10/23,15,16:00,19:20,1,4,A,3,Corynactis,4,
12/10/23,15,19:30,21:00,1,2,B,1,Tile,,
12/10/23,15,19:30,21:00,1,3,A,2,Tile,,
12/10/23,15,19:30,21:00,1,4,A,3,Tile,,
12/10/23,15,21:00,2:00,2,1,,,Empty,,
12/10/23,15,21:00,2:00,2,2,,,Empty,,
12/10/23,15,21:00,2:00,2,3,,,Empty,,
12/10/23,15,21:00,2:00,1,2,,,Empty,,
12/10/23,15,21:00,2:00,1,3,,,Empty,,
12/10/23,15,21:00,2:00,1,4,,,Empty,,
12/11/23,23,13:00,16:00,2,1,B,11,Corynactis,3,Give it 1 hour to temperature stabilize
12/11/23,23,13:00,16:00,2,2,A,14,Corynactis,5,Give it 1 hour to temperature stabilize
12/11/23,23,13:00,16:00,2,3,E,14,Corynactis,3,Give it 1 hour to temperature stabilize
12/11/23,23,13:00,16:00,1,2,B,14,Corynactis,7,Give it 1 hour to temperature stabilize
12/11/23,23,13:00,16:00,1,3,A,15,Corynactis,7,Give it 1 hour to temperature stabilize
12/11/23,23,13:00,16:00,1,4,E,15,Corynactis,7,Give it 1 hour to temperature stabilize; Only 6 polyps frozen
12/11/23,23,16:45,2:00,2,1,B,11,Tile,,
12/11/23,23,16:45,2:00,2,2,A,14,Tile,,
12/11/23,23,16:45,2:00,2,3,E,14,Tile,,
12/11/23,23,16:45,2:00,1,2,B,14,Tile,,
12/11/23,23,16:45,2:00,1,3,A,15,Tile,,
12/11/23,23,16:45,2:00,1,4,E,15,Tile,,
12/11/23,23,9:00,12:00,2,1,,,Empty,,
12/11/23,23,9:00,12:00,2,2,,,Empty,,
12/11/23,23,9:00,12:00,2,3,,,Empty,,
12/11/23,23,9:00,12:00,1,2,,,Empty,,
12/11/23,23,9:00,12:00,1,3,,,Empty,,
12/11/23,23,9:00,12:00,1,4,,,Empty,,
12/12/23,19,11:00,14:15,2,1,A,7,Corynactis,6,
12/12/23,19,11:00,14:15,2,2,B,7,Corynactis,3,"Started with D7, switched to B7 @ 12:20"
12/12/23,19,11:00,14:15,2,3,E,7,Corynactis,3,
12/12/23,19,11:00,14:15,1,2,A,8,Corynactis,8,
12/12/23,19,11:00,14:15,1,3,B,9,Corynactis,3,
12/12/23,19,11:00,14:15,1,4,E,10,Corynactis,8,"Either E7 or E10 has one of the frozen vials labeled ""12/10/23"" on the top cap (but it should be 12/12)"
12/12/23,19,14:45,16:00,2,1,A,7,Tile,,
12/12/23,19,14:45,16:00,2,2,B,7,Tile,,
12/12/23,19,14:45,16:00,2,3,E,7,Tile,,
12/12/23,19,14:45,16:00,1,2,A,8,Tile,,
12/12/23,19,14:45,16:00,1,3,B,9,Tile,,
12/12/23,19,14:45,16:00,1,4,E,10,Tile,,
12/12/23,19,16:00,17:00,2,1,,,Empty,,
12/12/23,19,16:00,17:00,2,2,,,Empty,,
12/12/23,19,16:00,17:00,2,3,,,Empty,,
12/12/23,19,16:00,17:00,1,2,,,Empty,,
12/12/23,19,16:00,17:00,1,3,,,Empty,,
12/12/23,19,16:00,17:00,1,4,,,Empty,,
12/12/23,15,18:00,21:15,2,1,A,2,Corynactis,7,
12/12/23,15,18:00,21:15,2,2,B,2,Corynactis,5,
12/12/23,15,18:00,21:15,2,3,E,2,Corynactis,3,
12/12/23,15,18:00,21:15,1,2,B,3,Corynactis,5,
12/12/23,15,18:00,21:15,1,3,E,3,Corynactis,3,
12/12/23,15,18:00,21:15,1,4,A,4,Corynactis,4,
12/12/23,15,21:30,2:00,2,1,A,2,Tile,,
12/12/23,15,21:30,2:00,2,2,B,2,Tile,,
12/12/23,15,21:30,2:00,2,3,E,2,Tile,,
12/12/23,15,21:30,2:00,1,2,B,3,Tile,,
12/12/23,15,21:30,2:00,1,3,E,3,Tile,,
12/12/23,15,21:30,2:00,1,4,A,4,Tile,,
12/12/23,15,17:15,18:00,2,1,,,Empty,,
12/12/23,15,17:15,18:00,2,2,,,Empty,,
12/12/23,15,17:15,18:00,2,3,,,Empty,,
12/12/23,15,17:15,18:00,1,2,,,Empty,,
12/12/23,15,17:15,18:00,1,3,,,Empty,,
12/12/23,15,17:15,18:00,1,4,,,Empty,,
2/14/24,13.5,10:45,14:00,2,1,D,7,Corynactis,3,
2/14/24,13.5,10:45,14:00,2,2,D,6,Corynactis,5,
2/14/24,13.5,10:45,14:00,2,3,D,10,Corynactis,5,
2/14/24,13.5,10:45,14:00,2,4,D,8,Corynactis,6,
2/14/24,13.5,10:45,14:00,1,1,D,9,Corynactis,3,
2/14/24,13.5,10:45,14:00,1,2,D,8,Corynactis,5,vial labeled b
2/14/24,13.5,10:45,14:00,1,4,D,9,Corynactis,8,vial labeled b
2/14/24,13.5,14:30,16:00,2,1,D,7,Tile,,
2/14/24,13.5,14:30,16:00,2,2,D,6,Tile,,
2/14/24,13.5,14:30,16:00,2,3,D,10,Tile,,
2/14/24,13.5,14:30,16:00,2,4,D,8,Tile,,
2/14/24,13.5,14:30,16:00,1,1,D,9,Tile,,
2/14/24,13.5,14:30,16:00,1,2,D,8,Tile,,
2/14/24,13.5,14:30,16:00,1,4,D,9,Tile,,
2/14/24,13.5,16:00,19:15,2,1,C,10,Corynactis,5,
2/14/24,13.5,16:00,19:15,2,2,C,6,Corynactis,3,
2/14/24,13.5,16:00,19:15,2,3,C,8,Corynactis,4,
2/14/24,13.5,16:00,19:15,2,4,C,9,Corynactis,4,
2/14/24,13.5,16:00,19:15,1,1,C,7,Corynactis,4,
2/14/24,13.5,16:00,19:15,1,2,C,9,Corynactis,6,vial labeled b
2/14/24,13.5,16:00,19:15,1,4,C,10,Corynactis,6,vial labeled b
2/14/24,13.5,19:45,20:50,2,1,C,10,Tile,,
2/14/24,13.5,19:45,20:50,2,2,C,6,Tile,,
2/14/24,13.5,19:45,20:50,2,3,C,8,Tile,,
2/14/24,13.5,19:45,20:50,2,4,C,9,Tile,,
2/14/24,13.5,19:45,20:50,1,1,C,7,Tile,,
2/14/24,13.5,19:45,20:50,1,2,C,9,Tile,,
2/14/24,13.5,19:45,20:50,1,4,C,10,Tile,,
2/14/24,13.5,21:00,2:00,2,1,,,Empty,,
2/14/24,13.5,21:00,2:00,2,2,,,Empty,,
2/14/24,13.5,21:00,2:00,2,3,,,Empty,,
2/14/24,13.5,21:00,2:00,2,4,,,Empty,,
2/14/24,13.5,21:00,2:00,1,1,,,Empty,,
2/14/24,13.5,21:00,2:00,1,2,,,Empty,,
2/14/24,13.5,21:00,2:00,1,4,,,Empty,,
2/15/24,13.5,9:20,11:30,2,1,C,14,Corynactis,5,vial not labeled b!!
2/15/24,13.5,9:20,11:30,2,2,C,13,Corynactis,3,
2/15/24,13.5,9:20,11:30,2,3,C,12,Corynactis,4,vial labeled b; poorly labeled vial
2/15/24,13.5,9:20,11:30,2,4,C,15,Corynactis,3,
2/15/24,13.5,9:20,11:30,1,1,C,11,Corynactis,3,
2/15/24,13.5,9:20,11:30,1,2,C,11,Corynactis,7,"vial labeled C12 but it is C11, and the second vial is 4 polyps not 1 polyp"
2/15/24,13.5,9:20,11:30,1,4,C,14,Corynactis,3,vial not labeled b!!
2/15/24,13.5,12:00,13:30,2,1,C,14,Tile,,
2/15/24,13.5,12:00,13:30,2,2,C,13,Tile,,
2/15/24,13.5,12:00,13:30,2,3,C,12,Tile,,
2/15/24,13.5,12:00,13:30,2,4,C,15,Tile,,
2/15/24,13.5,12:00,13:30,1,1,C,11,Tile,,
2/15/24,13.5,12:00,13:30,1,2,C,11,Tile,,
2/15/24,13.5,12:00,13:30,1,4,C,14,Tile,,
2/15/24,13.5,13:45,17:00,2,1,C,4,Corynactis,3,
2/15/24,13.5,13:45,17:00,2,2,C,1,Corynactis,3,
2/15/24,13.5,13:45,17:00,2,3,C,3,Corynactis,5,
2/15/24,13.5,13:45,17:00,2,4,C,5,Corynactis,3,
2/15/24,13.5,13:45,17:00,1,1,C,2,Corynactis,3,
2/15/24,13.5,13:45,17:00,1,2,C,3,Corynactis,6,
2/15/24,13.5,13:45,17:00,1,4,C,5,Corynactis,5,
2/15/24,13.5,17:30,19:00,2,1,C,4,Tile,,
2/15/24,13.5,17:30,19:00,2,2,C,1,Tile,,
2/15/24,13.5,17:30,19:00,2,3,C,3,Tile,,
2/15/24,13.5,17:30,19:00,2,4,C,5,Tile,,
2/15/24,13.5,17:30,19:00,1,1,C,2,Tile,,
2/15/24,13.5,17:30,19:00,1,2,C,3,Tile,,
2/15/24,13.5,17:30,19:00,1,4,C,5,Tile,,
2/15/24,13.5,19:00,2:00,2,1,,,Empty,,
2/15/24,13.5,19:00,2:00,2,2,,,Empty,,
2/15/24,13.5,19:00,2:00,2,3,,,Empty,,
2/15/24,13.5,19:00,2:00,2,4,,,Empty,,
2/15/24,13.5,19:00,2:00,1,1,,,Empty,,
2/15/24,13.5,19:00,2:00,1,2,,,Empty,,
2/15/24,13.5,19:00,2:00,1,4,,,Empty,,
2/16/24,13.5,9:30,12:30,2,1,A,14,Corynactis,3,
2/16/24,13.5,9:30,12:30,2,2,A,13,Corynactis,7,
2/16/24,13.5,9:30,12:30,2,3,A,11,Corynactis,4,
2/16/24,13.5,9:30,12:30,2,4,A,12,Corynactis,6,
2/16/24,13.5,9:30,12:30,1,1,A,15,Corynactis,4,
2/16/24,13.5,9:30,12:30,1,2,A,11,Corynactis,3,
2/16/24,13.5,9:30,12:30,1,4,A,12,Corynactis,3,
2/16/24,13.5,13:00,14:30,2,1,A,14,Tile,,
2/16/24,13.5,13:00,14:30,2,2,A,13,Tile,,
2/16/24,13.5,13:00,14:30,2,3,A,11,Tile,,
2/16/24,13.5,13:00,14:30,2,4,A,12,Tile,,
2/16/24,13.5,13:00,14:30,1,1,A,15,Tile,,
2/16/24,13.5,13:00,14:30,1,2,A,11,Tile,,
2/16/24,13.5,13:00,14:30,1,4,A,12,Tile,,
2/16/24,13.5,15:00,18:15,2,1,D,3,Corynactis,4,
2/16/24,13.5,15:00,18:15,2,2,D,4,Corynactis,5,
2/16/24,13.5,15:00,18:15,2,3,D,5,Corynactis,5,
2/16/24,13.5,15:00,18:15,2,4,D,1,Corynactis,5,
2/16/24,13.5,15:00,18:15,1,1,D,2,Corynactis,4,vial labeled b
2/16/24,13.5,15:00,18:15,1,2,D,1,Corynactis,3,
2/16/24,13.5,15:00,18:15,1,4,D,5,Corynactis,6,vial labeled b
2/16/24,13.5,18:45,20:00,2,1,D,3,Tile,,
2/16/24,13.5,18:45,20:00,2,2,D,4,Tile,,
2/16/24,13.5,18:45,20:00,2,3,D,5,Tile,,
2/16/24,13.5,18:45,20:00,2,4,D,1,Tile,,
2/16/24,13.5,18:45,20:00,1,1,D,2,Tile,,
2/16/24,13.5,18:45,20:00,1,2,D,1,Tile,,
2/16/24,13.5,18:45,20:00,1,4,D,5,Tile,,
2/16/24,13.5,20:00,2:00,2,1,,,Empty,,
2/16/24,13.5,20:00,2:00,2,2,,,Empty,,
2/16/24,13.5,20:00,2:00,2,3,,,Empty,,
2/16/24,13.5,20:00,2:00,2,4,,,Empty,,
2/16/24,13.5,20:00,2:00,1,1,,,Empty,,
2/16/24,13.5,20:00,2:00,1,2,,,Empty,,
2/16/24,13.5,20:00,2:00,1,4,,,Empty,,
2/17/24,13.5,9:00,12:20,2,1,A,8,Corynactis,4,
2/17/24,13.5,9:00,12:20,2,2,A,7,Corynactis,8,
2/17/24,13.5,9:00,12:20,2,3,A,10,Corynactis,4,
2/17/24,13.5,9:00,12:20,2,4,A,9,Corynactis,4,
2/17/24,13.5,9:00,12:20,1,1,A,6,Corynactis,5,
2/17/24,13.5,9:00,12:20,1,2,A,9,Corynactis,6,vial labeled b
2/17/24,13.5,9:00,12:20,1,4,A,7,Corynactis,4,vial labeled b
2/17/24,13.5,12:45,14:00,2,1,A,8,Tile,,
2/17/24,13.5,12:45,14:00,2,2,A,7,Tile,,
2/17/24,13.5,12:45,14:00,2,3,A,10,Tile,,
2/17/24,13.5,12:45,14:00,2,4,A,9,Tile,,
2/17/24,13.5,12:45,14:00,1,1,A,6,Tile,,
2/17/24,13.5,12:45,14:00,1,2,A,9,Tile,,
2/17/24,13.5,12:45,14:00,1,4,A,7,Tile,,
2/17/24,13.5,14:30,17:30,2,1,E,10,Corynactis,4,
2/17/24,13.5,14:30,17:30,2,2,E,6,Corynactis,3,
2/17/24,13.5,14:30,17:30,2,3,E,9,Corynactis,7,
2/17/24,13.5,14:30,17:30,2,4,E,7,Corynactis,4,
2/17/24,13.5,14:30,17:30,1,1,E,8,Corynactis,3,
2/17/24,13.5,14:30,17:30,1,2,E,7,Corynactis,4,vial labeled b
2/17/24,13.5,14:30,17:30,1,4,E,6,Corynactis,6,vial labeled b
2/17/24,13.5,18:00,19:00,2,1,E,10,Tile,,
2/17/24,13.5,18:00,19:00,2,2,E,6,Tile,,
2/17/24,13.5,18:00,19:00,2,3,E,9,Tile,,
2/17/24,13.5,18:00,19:00,2,4,E,7,Tile,,
2/17/24,13.5,18:00,19:00,1,1,E,8,Tile,,
2/17/24,13.5,18:00,19:00,1,2,E,7,Tile,,
2/17/24,13.5,18:00,19:00,1,4,E,6,Tile,,
2/17/24,13.5,19:00,2:00,2,1,,,Empty,,
2/17/24,13.5,19:00,2:00,2,2,,,Empty,,
2/17/24,13.5,19:00,2:00,2,3,,,Empty,,
2/17/24,13.5,19:00,2:00,2,4,,,Empty,,
2/17/24,13.5,19:00,2:00,1,1,,,Empty,,
2/17/24,13.5,19:00,2:00,1,2,,,Empty,,
2/17/24,13.5,19:00,2:00,1,4,,,Empty,,
2/18/24,13.5,10:15,13:30,2,1,B,14,Corynactis,5,vial labeled b
2/18/24,13.5,10:15,13:30,2,2,B,15,Corynactis,4,
2/18/24,13.5,10:15,13:30,2,3,B,13,Corynactis,5,
2/18/24,13.5,10:15,13:30,2,4,B,11,Corynactis,4,
2/18/24,13.5,10:15,13:30,1,1,B,12,Corynactis,4,
2/18/24,13.5,10:15,13:30,1,2,B,14,Corynactis,5,
2/18/24,13.5,10:15,13:30,1,4,B,12,Corynactis,3,vial labeled b
2/18/24,13.5,14:00,15:30,2,1,B,14,Tile,,
2/18/24,13.5,14:00,15:30,2,2,B,15,Tile,,
2/18/24,13.5,14:00,15:30,2,3,B,13,Tile,,
2/18/24,13.5,14:00,15:30,2,4,B,11,Tile,,
2/18/24,13.5,14:00,15:30,1,1,B,12,Tile,,
2/18/24,13.5,14:00,15:30,1,2,B,14,Tile,,
2/18/24,13.5,14:00,15:30,1,4,B,12,Tile,,
2/18/24,13.5,15:40,18:45,2,1,D,11,Corynactis,8,
2/18/24,13.5,15:40,18:45,2,2,D,15,Corynactis,3,
2/18/24,13.5,15:40,18:45,2,3,D,14,Corynactis,8,
2/18/24,13.5,15:40,18:45,2,4,D,12,Corynactis,5,vial labeled b
2/18/24,13.5,15:40,18:45,1,1,D,13,Corynactis,5,
2/18/24,13.5,15:40,18:45,1,2,D,12,Corynactis,10,or 11 polyps?
2/18/24,13.5,15:40,18:45,1,4,D,13,Corynactis,4,vial labeled b
2/18/24,13.5,19:15,20:30,2,1,D,11,Tile,,
2/18/24,13.5,19:15,20:30,2,2,D,15,Tile,,
2/18/24,13.5,19:15,20:30,2,3,D,14,Tile,,
2/18/24,13.5,19:15,20:30,2,4,D,12,Tile,,
2/18/24,13.5,19:15,20:30,1,1,D,13,Tile,,
2/18/24,13.5,19:15,20:30,1,2,D,12,Tile,,
2/18/24,13.5,19:15,20:30,1,4,D,13,Tile,,
2/18/24,13.5,20:30,2:00,2,1,,,Empty,,
2/18/24,13.5,20:30,2:00,2,2,,,Empty,,
2/18/24,13.5,20:30,2:00,2,3,,,Empty,,
2/18/24,13.5,20:30,2:00,2,4,,,Empty,,
2/18/24,13.5,20:30,2:00,1,1,,,Empty,,
2/18/24,13.5,20:30,2:00,1,2,,,Empty,,
2/18/24,13.5,20:30,2:00,1,4,,,Empty,,
2/19/24,13.5,9:30,12:45,2,1,B,1,Corynactis,5,
2/19/24,13.5,9:30,12:45,2,2,B,5,Corynactis,3,vial labeled b
2/19/24,13.5,9:30,12:45,2,3,B,4,Corynactis,6,
2/19/24,13.5,9:30,12:45,2,4,B,3,Corynactis,5,vial labeled b
2/19/24,13.5,9:30,12:45,1,1,B,2,Corynactis,3,
2/19/24,13.5,9:30,12:45,1,2,B,5,Corynactis,7,
2/19/24,13.5,9:30,12:45,1,4,B,3,Corynactis,5,
2/19/24,13.5,13:10,14:15,2,1,B,1,Tile,,
2/19/24,13.5,13:10,14:15,2,2,B,5,Tile,,
2/19/24,13.5,13:10,14:15,2,3,B,4,Tile,,
2/19/24,13.5,13:10,14:15,2,4,B,3,Tile,,
2/19/24,13.5,13:10,14:15,1,1,B,2,Tile,,
2/19/24,13.5,13:10,14:15,1,2,B,5,Tile,,
2/19/24,13.5,13:10,14:15,1,4,B,3,Tile,,
2/19/24,13.5,4:45,18:00,2,1,E,3,Corynactis,4,vial labeled b
2/19/24,13.5,4:45,18:00,2,2,E,5,Corynactis,4,vial labeled b
2/19/24,13.5,4:45,18:00,2,3,E,4,Corynactis,5,
2/19/24,13.5,4:45,18:00,2,4,E,1,Corynactis,4,vial labeled b
2/19/24,13.5,4:45,18:00,1,1,E,2,Corynactis,4,
2/19/24,13.5,4:45,18:00,1,2,E,1,Corynactis,3,
2/19/24,13.5,4:45,18:00,1,4,E,5,Corynactis,5,or 4 polyps?
2/19/24,13.5,18:30,20:00,2,1,E,3,Tile,,
2/19/24,13.5,18:30,20:00,2,2,E,5,Tile,,
2/19/24,13.5,18:30,20:00,2,3,E,4,Tile,,
2/19/24,13.5,18:30,20:00,2,4,E,1,Tile,,
2/19/24,13.5,18:30,20:00,1,1,E,2,Tile,,
2/19/24,13.5,18:30,20:00,1,2,E,1,Tile,,
2/19/24,13.5,18:30,20:00,1,4,E,5,Tile,,
2/19/24,13.5,21:15,2:00,2,1,,,Empty,,
2/19/24,13.5,21:15,2:00,2,2,,,Empty,,
2/19/24,13.5,21:15,2:00,2,3,,,Empty,,
2/19/24,13.5,21:15,2:00,2,4,,,Empty,,
